F3F3F3F3F3F3F3F3F3F3F3F3	RSSI		22222222222222222222	Temperature		666666666666666666666	Sensor1	Sensor2		F8F8F8F8F8F8F8F8F8F8F8F8	RSSI		F1F1F1F1F1F1F1F1F1F1F1F1	RSSI		444444444444444444444	Temperature	Sensor2		A2A2A2A2A2A2A2A2A2A2A2A2	RSSI		33333333333333333333	Sensor1		555555555555555555555	Sensor1		110110110110110110110	Temperature		
Reader Antennas:	Ant:1	Ant:2	Ant:3	Ant:4	
18:48:05,108	0	-1000	-1000	-1000	0	0	-1000	-1000	0	1442.79233870968	1417.59072580645	21.504	
18:48:10,774	-68	20.966	229.384765625	905	0	0	-1000	-1000	0	-1000	-1000	-1000	
18:48:16,618	0	20.966	231.005859375	1023	-60	-57	20.786	9	0	-1000	-1000	-1000	
18:48:20,341	0	-1000	239.921875	1023	0	0	-1000	-1000	-43	-1000	-1000	-1000	
18:48:27,320	0	-1000	-1000	-1000	0	0	-1000	-1000	0	1442.79233870968	1417.59072580645	21.325	
18:48:32,973	-68	20.966	265.859375	1023	0	0	-1000	-1000	0	-1000	-1000	-1000	
18:48:38,767	0	20.966	260.99609375	1023	-58	-57	20.786	0	0	-1000	-1000	-1000	
18:48:42,446	0	-1000	243.974609375	1023	0	0	-1000	-1000	-44	-1000	-1000	-1000	
18:48:49,346	0	-1000	-1000	-1000	0	0	-1000	-1000	0	1436.49193548387	1417.59072580645	21.325	
18:48:54,984	-69	21.145	304.765625	1023	0	0	-1000	-1000	0	-1000	-1000	-1000	
18:49:00,632	0	20.966	268.291015625	1023	-60	-57	20.786	33	0	-1000	-1000	-1000	
18:49:04,306	0	-1000	249.6484375	1023	0	0	-1000	-1000	-44	-1000	-1000	-1000	
18:49:11,189	0	-1000	-1000	-1000	0	0	-1000	-1000	0	1442.79233870968	1417.59072580645	21.325	
18:49:16,873	-68	20.966	244.78515625	1023	0	0	-1000	-1000	0	-1000	-1000	-1000	
18:49:22,684	0	20.966	208.310546875	776	-59	-57	20.786	0	0	-1000	-1000	-1000	
18:49:26,340	0	-1000	231.005859375	1023	0	0	-1000	-1000	-43	-1000	-1000	-1000	
18:49:33,158	0	-1000	-1000	-1000	0	0	-1000	-1000	0	1455.39314516129	1417.59072580645	21.325	
18:49:38,840	-69	21.145	252.080078125	1023	0	0	-1000	-1000	0	-1000	-1000	-1000	
18:49:44,668	0	20.966	254.51171875	1023	-59	-57	20.966	0	0	-1000	-1000	-1000	
18:49:48,393	0	-1000	223.7109375	1023	0	0	-1000	-1000	-44	-1000	-1000	-1000	
18:49:55,392	0	-1000	-1000	-1000	0	0	-1000	-1000	0	1436.49193548387	1423.89112903226	21.145	
18:50:01,055	-68	20.966	249.6484375	1023	0	0	-1000	-1000	0	-1000	-1000	-1000	
18:50:07,278	0	21.145	248.837890625	1023	-59	-57	20.966	0	0	-1000	-1000	-1000	
18:50:10,988	0	-1000	259.375	984	0	0	-1000	-1000	-43	-1000	-1000	-1000	
18:50:17,792	0	-1000	-1000	-1000	0	0	-1000	-1000	0	1455.39314516129	1417.59072580645	21.325	
18:50:23,442	-69	20.786	227.763671875	1023	0	0	-1000	-1000	0	-1000	-1000	-1000	
18:50:29,240	0	20.966	256.943359375	676	-58	-57	20.786	0	0	-1000	-1000	-1000	
18:50:32,930	0	-1000	259.375	687	0	0	-1000	-1000	-43	-1000	-1000	-1000	
18:50:39,751	0	-1000	-1000	-1000	0	0	-1000	-1000	0	1455.39314516129	1423.89112903226	21.325	
18:50:45,338	-68	20.966	202.63671875	1023	0	0	-1000	-1000	0	-1000	-1000	-1000	
18:50:51,231	0	21.145	209.12109375	974	-60	-57	20.786	42	0	-1000	-1000	-1000	
18:50:55,076	0	-1000	260.99609375	1023	0	0	-1000	-1000	-44	-1000	-1000	-1000	
18:51:02,066	0	-1000	-1000	-1000	0	0	-1000	-1000	0	1449.09274193548	1417.59072580645	21.145	
18:51:07,740	-68	20.786	244.78515625	1023	0	0	-1000	-1000	0	-1000	-1000	-1000	
18:51:13,573	0	20.966	246.40625	1023	-60	-57	20.786	3	0	-1000	-1000	-1000	
18:51:17,186	0	-1000	213.173828125	685	0	0	-1000	-1000	-44	-1000	-1000	-1000	
18:51:24,069	0	-1000	-1000	-1000	0	0	-1000	-1000	0	1442.79233870968	1417.59072580645	21.325	
18:51:29,739	-69	20.966	239.111328125	1023	0	0	-1000	-1000	0	-1000	-1000	-1000	
18:51:35,579	0	21.145	246.40625	1023	-59	-57	20.786	9	0	-1000	-1000	-1000	
18:51:39,294	0	-1000	222.900390625	928	0	0	-1000	-1000	-43	-1000	-1000	-1000	
18:51:46,482	0	-1000	-1000	-1000	0	0	-1000	-1000	0	1449.09274193548	1417.59072580645	21.325	
18:51:52,004	-69	21.145	231.81640625	1023	0	0	-1000	-1000	0	-1000	-1000	-1000	
18:51:57,641	0	21.145	225.33203125	1023	-60	-57	20.786	0	0	-1000	-1000	-1000	
18:52:01,321	0	-1000	239.921875	800	0	0	-1000	-1000	-44	-1000	-1000	-1000	
18:52:08,776	0	-1000	-1000	-1000	0	0	-1000	-1000	0	1467.9939516129	1423.89112903226	21.325	
18:52:14,409	-69	20.966	268.291015625	1023	0	0	-1000	-1000	0	-1000	-1000	-1000	
18:52:20,365	0	20.966	237.490234375	1023	-58	-57	20.786	0	0	-1000	-1000	-1000	
18:52:24,067	0	-1000	211.552734375	1023	0	0	-1000	-1000	-44	-1000	-1000	-1000	
18:52:31,254	0	-1000	-1000	-1000	0	0	-1000	-1000	0	1455.39314516129	1417.59072580645	21.325	
18:52:36,892	-69	20.966	260.185546875	1023	0	0	-1000	-1000	0	-1000	-1000	-1000	
18:52:42,941	0	20.786	243.1640625	1023	-60	-57	20.786	0	0	-1000	-1000	-1000	
18:52:46,607	0	-1000	222.08984375	1023	0	0	-1000	-1000	-44	-1000	-1000	-1000	
18:52:53,619	0	-1000	-1000	-1000	0	0	-1000	-1000	0	1436.49193548387	1423.89112903226	21.145	
18:52:59,301	-69	20.786	231.81640625	1023	0	0	-1000	-1000	0	-1000	-1000	-1000	
18:53:05,158	0	21.145	201.015625	1023	-59	-57	20.786	0	0	-1000	-1000	-1000	
18:53:08,832	0	-1000	301.5234375	1023	0	0	-1000	-1000	-43	-1000	-1000	-1000	
18:53:16,018	0	-1000	-1000	-1000	0	0	-1000	-1000	0	1436.49193548387	1417.59072580645	21.145	
18:53:21,704	-69	20.966	259.375	790	0	0	-1000	-1000	0	-1000	-1000	-1000	
18:53:27,547	0	20.786	241.54296875	1023	-60	-57	20.966	0	0	-1000	-1000	-1000	
18:53:31,235	0	-1000	269.912109375	676	0	0	-1000	-1000	-43	-1000	-1000	-1000	
18:53:38,183	0	-1000	-1000	-1000	0	0	-1000	-1000	0	1461.6935483871	1411.29032258064	21.325	
18:53:43,907	-69	20.966	300.712890625	1023	0	0	-1000	-1000	0	-1000	-1000	-1000	
18:53:49,711	0	20.966	228.57421875	1023	-60	-57	20.786	45	0	-1000	-1000	-1000	
18:53:53,383	0	-1000	227.763671875	1023	0	0	-1000	-1000	-44	-1000	-1000	-1000	
18:54:00,249	0	-1000	-1000	-1000	0	0	-1000	-1000	0	1436.49193548387	1423.89112903226	20.966	
18:54:05,900	-69	20.786	244.78515625	724	0	0	-1000	-1000	0	-1000	-1000	-1000	
18:54:11,951	0	20.786	285.3125	1023	-60	-57	20.786	0	0	-1000	-1000	-1000	
18:54:15,655	0	-1000	224.521484375	1023	0	0	-1000	-1000	-43	-1000	-1000	-1000	
18:54:22,634	0	-1000	-1000	-1000	0	0	-1000	-1000	0	1449.09274193548	1411.29032258064	21.145	
18:54:28,287	-68	20.966	229.384765625	1023	0	0	-1000	-1000	0	-1000	-1000	-1000	
18:54:34,146	0	21.145	254.51171875	698	-60	-57	20.966	0	0	-1000	-1000	-1000	
18:54:37,887	0	-1000	213.984375	1023	0	0	-1000	-1000	-43	-1000	-1000	-1000	
18:54:44,864	0	-1000	-1000	-1000	0	0	-1000	-1000	0	1467.9939516129	1411.29032258064	21.145	
18:54:50,580	-69	20.966	210.7421875	1023	0	0	-1000	-1000	0	-1000	-1000	-1000	
18:54:56,406	0	20.966	250.458984375	1023	-58	-57	20.786	0	0	-1000	-1000	-1000	
18:55:00,117	0	-1000	246.40625	890	0	0	-1000	-1000	-44	-1000	-1000	-1000	
18:55:07,512	0	-1000	-1000	-1000	0	0	-1000	-1000	0	1442.79233870968	1417.59072580645	21.145	
18:55:13,194	-69	20.966	209.12109375	1023	0	0	-1000	-1000	0	-1000	-1000	-1000	
18:55:19,120	0	20.786	196.15234375	759	-60	-57	20.786	50	0	-1000	-1000	-1000	
18:55:22,802	0	-1000	228.57421875	671	0	0	-1000	-1000	-43	-1000	-1000	-1000	
18:55:29,867	0	-1000	-1000	-1000	0	0	-1000	-1000	0	1461.6935483871	1417.59072580645	21.325	
18:55:35,515	-69	20.966	227.763671875	831	0	0	-1000	-1000	0	-1000	-1000	-1000	
18:55:41,344	0	20.966	237.490234375	764	-60	-57	20.966	0	0	-1000	-1000	-1000	
18:55:45,082	0	-1000	225.33203125	648	0	0	-1000	-1000	-44	-1000	-1000	-1000	
18:55:52,141	0	-1000	-1000	-1000	0	0	-1000	-1000	0	1442.79233870968	1417.59072580645	21.145	
18:55:57,810	-68	20.966	249.6484375	1023	0	0	-1000	-1000	0	-1000	-1000	-1000	
18:56:03,683	0	20.966	222.08984375	1023	-60	-57	20.966	0	0	-1000	-1000	-1000	
18:56:07,406	0	-1000	200.205078125	1023	0	0	-1000	-1000	-44	-1000	-1000	-1000	
18:56:14,641	0	-1000	-1000	-1000	0	0	-1000	-1000	0	1449.09274193548	1423.89112903226	21.325	
18:56:20,325	-69	20.786	234.248046875	1023	0	0	-1000	-1000	0	-1000	-1000	-1000	
18:56:25,963	0	21.145	255.322265625	1023	-60	-57	20.786	0	0	-1000	-1000	-1000	
18:56:29,679	0	-1000	229.384765625	1023	0	0	-1000	-1000	-43	-1000	-1000	-1000	
18:56:36,752	0	-1000	-1000	-1000	0	0	-1000	-1000	0	1461.6935483871	1423.89112903226	21.145	
18:56:42,434	-69	20.966	245.595703125	723	0	0	-1000	-1000	0	-1000	-1000	-1000	
18:56:48,422	0	20.966	234.248046875	1023	-60	-57	20.786	0	0	-1000	-1000	-1000	
18:56:52,121	0	-1000	269.912109375	1023	0	0	-1000	-1000	-43	-1000	-1000	-1000	
18:56:58,989	0	-1000	-1000	-1000	0	0	-1000	-1000	0	1455.39314516129	1417.59072580645	21.325	
18:57:04,544	-69	21.145	290.17578125	1013	0	0	-1000	-1000	0	-1000	-1000	-1000	
18:57:10,371	0	20.966	253.701171875	1023	-59	-57	20.786	0	0	-1000	-1000	-1000	
18:57:14,085	0	-1000	242.353515625	1023	0	0	-1000	-1000	-44	-1000	-1000	-1000	
18:57:20,921	0	-1000	-1000	-1000	0	0	-1000	-1000	0	1430.19153225807	1417.59072580645	21.145	
18:57:26,587	-68	20.786	229.384765625	1023	0	0	-1000	-1000	0	-1000	-1000	-1000	
18:57:32,440	0	21.145	243.974609375	1023	-60	-57	20.786	0	0	-1000	-1000	-1000	
18:57:36,120	0	-1000	243.1640625	1023	0	0	-1000	-1000	-44	-1000	-1000	-1000	
18:57:43,049	0	-1000	-1000	-1000	0	0	-1000	-1000	0	1455.39314516129	1411.29032258064	20.966	
18:57:48,732	-68	20.966	273.96484375	1023	0	0	-1000	-1000	0	-1000	-1000	-1000	
18:57:54,688	0	20.966	267.48046875	1023	-59	-57	20.786	0	0	-1000	-1000	-1000	
18:57:58,393	0	-1000	259.375	1023	0	0	-1000	-1000	-44	-1000	-1000	-1000	
18:58:05,612	0	-1000	-1000	-1000	0	0	-1000	-1000	0	1461.6935483871	1411.29032258064	21.145	
18:58:11,281	-69	20.966	247.216796875	1023	0	0	-1000	-1000	0	-1000	-1000	-1000	
18:58:17,090	0	20.966	206.689453125	1023	-60	-57	20.966	61	0	-1000	-1000	-1000	
18:58:20,833	0	-1000	232.626953125	1023	0	0	-1000	-1000	-44	-1000	-1000	-1000	
18:58:27,873	0	-1000	-1000	-1000	0	0	-1000	-1000	0	1436.49193548387	1411.29032258064	21.145	
18:58:33,628	-69	20.966	243.1640625	1023	0	0	-1000	-1000	0	-1000	-1000	-1000	
18:58:39,463	0	20.966	287.744140625	1023	-60	-57	20.966	36	0	-1000	-1000	-1000	
18:58:43,145	0	-1000	248.02734375	1023	0	0	-1000	-1000	-43	-1000	-1000	-1000	
18:58:49,958	0	-1000	-1000	-1000	0	0	-1000	-1000	0	1436.49193548387	1411.29032258064	20.966	
18:58:55,768	-69	20.966	261.806640625	1023	0	0	-1000	-1000	0	-1000	-1000	-1000	
18:59:01,419	0	20.966	241.54296875	1023	-59	-57	20.786	0	0	-1000	-1000	-1000	
18:59:05,119	0	-1000	192.91015625	684	0	0	-1000	-1000	-44	-1000	-1000	-1000	
18:59:12,037	0	-1000	-1000	-1000	0	0	-1000	-1000	0	1449.09274193548	1417.59072580645	20.966	
18:59:17,716	-69	20.966	235.05859375	1002	0	0	-1000	-1000	0	-1000	-1000	-1000	
18:59:23,559	0	20.966	295.849609375	1023	-59	-57	20.786	0	0	-1000	-1000	-1000	
18:59:27,267	0	-1000	265.048828125	943	0	0	-1000	-1000	-44	-1000	-1000	-1000	
18:59:34,277	0	-1000	-1000	-1000	0	0	-1000	-1000	0	1467.9939516129	1404.98991935484	21.325	
18:59:39,978	-68	21.145	248.02734375	1023	0	0	-1000	-1000	0	-1000	-1000	-1000	
18:59:45,882	0	21.145	200.205078125	1023	0	-57	20.786	0	0	-1000	-1000	-1000	
18:59:49,783	0	-1000	222.900390625	896	0	0	-1000	-1000	-43	-1000	-1000	-1000	
18:59:56,639	0	-1000	-1000	-1000	0	0	-1000	-1000	0	1442.79233870968	1411.29032258064	21.145	
19:00:02,336	-68	20.786	229.384765625	1023	0	0	-1000	-1000	0	-1000	-1000	-1000	
19:00:08,177	0	21.145	283.69140625	1023	-58	-57	20.966	0	0	-1000	-1000	-1000	
19:00:12,125	0	-1000	225.33203125	796	0	0	-1000	-1000	-44	-1000	-1000	-1000	
19:00:18,956	0	-1000	-1000	-1000	0	0	-1000	-1000	0	1449.09274193548	1411.29032258064	21.145	
19:00:24,638	-68	20.966	223.7109375	1023	0	0	-1000	-1000	0	-1000	-1000	-1000	
19:00:30,437	0	20.966	246.40625	1023	-59	-57	20.786	0	0	-1000	-1000	-1000	
19:00:34,155	0	-1000	259.375	1023	0	0	-1000	-1000	-43	-1000	-1000	-1000	
19:00:41,005	0	-1000	-1000	-1000	0	0	-1000	-1000	0	1436.49193548387	1417.59072580645	21.145	
19:00:46,691	-69	21.145	263.427734375	649	0	0	-1000	-1000	0	-1000	-1000	-1000	
19:00:53,018	0	21.145	235.869140625	920	-59	-57	20.966	0	0	-1000	-1000	-1000	
19:00:56,925	0	-1000	255.322265625	1023	0	0	-1000	-1000	-44	-1000	-1000	-1000	
19:01:03,765	0	-1000	-1000	-1000	0	0	-1000	-1000	0	1449.09274193548	1411.29032258064	21.145	
19:01:09,452	-69	20.966	202.63671875	1023	0	0	-1000	-1000	0	-1000	-1000	-1000	
19:01:15,291	0	20.966	264.23828125	1023	-59	-57	20.966	0	0	-1000	-1000	-1000	
19:01:19,013	0	-1000	257.75390625	1023	0	0	-1000	-1000	-43	-1000	-1000	-1000	
19:01:25,982	0	-1000	-1000	-1000	0	0	-1000	-1000	0	1442.79233870968	1404.98991935484	21.145	
19:01:31,660	-68	20.966	236.6796875	1023	0	0	-1000	-1000	0	-1000	-1000	-1000	
19:01:37,711	0	20.966	225.33203125	1023	-59	-57	20.966	11	0	-1000	-1000	-1000	
19:01:41,417	0	-1000	238.30078125	1023	0	0	-1000	-1000	-43	-1000	-1000	-1000	
19:01:48,432	0	-1000	-1000	-1000	0	0	-1000	-1000	0	1430.19153225807	1417.59072580645	21.145	
19:01:54,135	-68	21.145	267.48046875	1023	0	0	-1000	-1000	0	-1000	-1000	-1000	
19:02:00,068	0	20.966	241.54296875	1023	-59	-57	20.786	0	0	-1000	-1000	-1000	
19:02:03,815	0	-1000	250.458984375	659	0	0	-1000	-1000	-44	-1000	-1000	-1000	
19:02:10,633	0	-1000	-1000	-1000	0	0	-1000	-1000	0	1449.09274193548	1423.89112903226	21.145	
19:02:16,268	-69	21.145	222.900390625	1023	0	0	-1000	-1000	0	-1000	-1000	-1000	
19:02:21,951	0	20.966	220.46875	1023	-59	-57	20.786	0	0	-1000	-1000	-1000	
19:02:25,651	0	-1000	300.712890625	724	0	0	-1000	-1000	-43	-1000	-1000	-1000	
19:02:32,471	0	-1000	-1000	-1000	0	0	-1000	-1000	0	1461.6935483871	1411.29032258064	20.966	
19:02:38,173	-69	20.966	273.96484375	1023	0	0	-1000	-1000	0	-1000	-1000	-1000	
19:02:43,982	0	20.966	251.26953125	1023	-60	-57	20.786	35	0	-1000	-1000	-1000	
19:02:47,675	0	-1000	202.63671875	1023	0	0	-1000	-1000	-44	-1000	-1000	-1000	
19:02:54,478	0	-1000	-1000	-1000	0	0	-1000	-1000	0	1455.39314516129	1411.29032258064	20.966	
19:03:00,177	-69	21.145	205.87890625	1023	0	0	-1000	-1000	0	-1000	-1000	-1000	
19:03:05,972	0	20.966	228.57421875	1023	-60	-57	20.786	0	0	-1000	-1000	-1000	
19:03:09,577	0	-1000	248.02734375	1023	0	0	-1000	-1000	-44	-1000	-1000	-1000	
19:03:16,401	0	-1000	-1000	-1000	0	0	-1000	-1000	0	1467.9939516129	1417.59072580645	20.966	
19:03:22,052	-69	20.966	282.880859375	1023	0	0	-1000	-1000	0	-1000	-1000	-1000	
19:03:27,863	0	20.966	250.458984375	1023	-58	-57	20.786	0	0	-1000	-1000	-1000	
19:03:31,576	0	-1000	226.953125	1023	0	0	-1000	-1000	-44	-1000	-1000	-1000	
19:03:38,426	0	-1000	-1000	-1000	0	0	-1000	-1000	0	1455.39314516129	1411.29032258064	21.145	
19:03:44,098	-69	20.966	288.5546875	1023	0	0	-1000	-1000	0	-1000	-1000	-1000	
19:03:49,910	0	20.966	196.962890625	1023	-58	-57	20.786	0	0	-1000	-1000	-1000	
19:03:53,585	0	-1000	258.564453125	641	0	0	-1000	-1000	-44	-1000	-1000	-1000	
19:04:00,387	0	-1000	-1000	-1000	0	0	-1000	-1000	0	1436.49193548387	1404.98991935484	21.145	
19:04:06,054	-68	21.145	240.732421875	1023	0	0	-1000	-1000	0	-1000	-1000	-1000	
19:04:11,724	0	21.145	248.02734375	1023	-60	-57	20.966	38	0	-1000	-1000	-1000	
19:04:15,449	0	-1000	231.005859375	723	0	0	-1000	-1000	-43	-1000	-1000	-1000	
19:04:22,458	0	-1000	-1000	-1000	0	0	-1000	-1000	0	1461.6935483871	1417.59072580645	21.325	
19:04:28,174	-69	21.145	252.080078125	1023	0	0	-1000	-1000	0	-1000	-1000	-1000	
19:04:34,114	0	20.786	275.5859375	1023	-60	-57	20.966	0	0	-1000	-1000	-1000	
19:04:37,821	0	-1000	236.6796875	1023	0	0	-1000	-1000	-44	-1000	-1000	-1000	
19:04:45,009	0	-1000	-1000	-1000	0	0	-1000	-1000	0	1467.9939516129	1411.29032258064	21.145	
19:04:50,664	-69	20.966	221.279296875	1023	0	0	-1000	-1000	0	-1000	-1000	-1000	
19:04:56,667	0	20.966	301.5234375	1023	-60	-57	20.786	6	0	-1000	-1000	-1000	
19:05:00,363	0	-1000	237.490234375	1023	0	0	-1000	-1000	-43	-1000	-1000	-1000	
19:05:07,277	0	-1000	-1000	-1000	0	0	-1000	-1000	0	1436.49193548387	1423.89112903226	21.325	
19:05:12,800	-69	20.966	252.890625	1023	0	0	-1000	-1000	0	-1000	-1000	-1000	
19:05:18,776	0	20.966	256.1328125	1023	-59	-57	20.786	0	0	-1000	-1000	-1000	
19:05:22,477	0	-1000	232.626953125	1023	0	0	-1000	-1000	-43	-1000	-1000	-1000	
19:05:29,518	0	-1000	-1000	-1000	0	0	-1000	-1000	0	1461.6935483871	1411.29032258064	21.145	
19:05:35,195	-68	20.966	222.900390625	1023	0	0	-1000	-1000	0	-1000	-1000	-1000	
19:05:41,070	0	21.145	256.1328125	1023	-60	-57	20.786	0	0	-1000	-1000	-1000	
19:05:44,872	0	-1000	231.005859375	1023	0	0	-1000	-1000	-44	-1000	-1000	-1000	
19:05:51,864	0	-1000	-1000	-1000	0	0	-1000	-1000	0	1442.79233870968	1411.29032258064	20.966	
19:05:57,569	-69	20.966	269.1015625	1023	0	0	-1000	-1000	0	-1000	-1000	-1000	
19:06:03,408	0	21.145	239.921875	1023	-59	-57	20.786	0	0	-1000	-1000	-1000	
19:06:06,990	0	-1000	205.87890625	663	0	0	-1000	-1000	-43	-1000	-1000	-1000	
19:06:13,920	0	-1000	-1000	-1000	0	0	-1000	-1000	0	1436.49193548387	1417.59072580645	21.145	
19:06:19,603	-68	20.966	275.5859375	1023	0	0	-1000	-1000	0	-1000	-1000	-1000	
19:06:25,496	0	21.145	296.66015625	1023	-59	-57	20.606	0	0	-1000	-1000	-1000	
19:06:29,172	0	-1000	244.78515625	994	0	0	-1000	-1000	-43	-1000	-1000	-1000	
19:06:36,148	0	-1000	-1000	-1000	0	0	-1000	-1000	0	1442.79233870968	1417.59072580645	21.325	
19:06:41,831	-69	20.966	241.54296875	1023	0	0	-1000	-1000	0	-1000	-1000	-1000	
19:06:47,501	0	20.966	205.87890625	852	-59	-57	20.786	20	0	-1000	-1000	-1000	
19:06:51,233	0	-1000	267.48046875	1023	0	0	-1000	-1000	-44	-1000	-1000	-1000	
19:06:58,047	0	-1000	-1000	-1000	0	0	-1000	-1000	0	1430.19153225807	1430.19153225807	20.966	
19:07:03,716	-69	21.145	281.259765625	1023	0	0	-1000	-1000	0	-1000	-1000	-1000	
19:07:09,478	0	20.966	213.173828125	775	0	0	20.786	0	0	-1000	-1000	-1000	
19:07:13,151	0	-1000	239.111328125	1023	0	0	-1000	-1000	-44	-1000	-1000	-1000	
19:07:20,161	0	-1000	-1000	-1000	0	0	-1000	-1000	0	1442.79233870968	1423.89112903226	20.966	
19:07:25,830	-68	20.966	285.3125	1023	0	0	-1000	-1000	0	-1000	-1000	-1000	
19:07:31,659	0	20.966	265.048828125	1023	-58	-57	20.786	36	0	-1000	-1000	-1000	
19:07:35,338	0	-1000	228.57421875	728	0	0	-1000	-1000	-44	-1000	-1000	-1000	
19:07:42,556	0	-1000	-1000	-1000	0	0	-1000	-1000	0	1449.09274193548	1417.59072580645	21.145	
19:07:48,288	-69	20.966	219.658203125	1023	0	0	-1000	-1000	0	-1000	-1000	-1000	
19:07:54,130	0	20.966	243.1640625	1023	-59	-57	20.966	53	0	-1000	-1000	-1000	
19:07:57,836	0	-1000	201.015625	1023	0	0	-1000	-1000	-44	-1000	-1000	-1000	
19:08:04,686	0	-1000	-1000	-1000	0	0	-1000	-1000	0	1449.09274193548	1411.29032258064	20.966	
19:08:10,370	-69	20.966	218.037109375	1023	0	0	-1000	-1000	0	-1000	-1000	-1000	
19:08:16,197	0	20.966	278.828125	667	-60	-57	20.786	0	0	-1000	-1000	-1000	
19:08:19,898	0	-1000	263.427734375	701	0	0	-1000	-1000	-43	-1000	-1000	-1000	
19:08:26,781	0	-1000	-1000	-1000	0	0	-1000	-1000	0	1449.09274193548	1417.59072580645	21.145	
19:08:32,478	-69	21.145	213.173828125	677	0	0	-1000	-1000	0	-1000	-1000	-1000	
19:08:38,306	0	21.145	267.48046875	1023	-59	-57	20.966	52	0	-1000	-1000	-1000	
19:08:42,093	0	-1000	288.5546875	1023	0	0	-1000	-1000	-44	-1000	-1000	-1000	
19:08:49,072	0	-1000	-1000	-1000	0	0	-1000	-1000	0	1449.09274193548	1423.89112903226	21.145	
19:08:54,757	-68	21.145	197.7734375	1023	0	0	-1000	-1000	0	-1000	-1000	-1000	
19:09:00,552	0	21.145	226.142578125	650	-59	-57	20.966	0	0	-1000	-1000	-1000	
19:09:04,260	0	-1000	228.57421875	1023	0	0	-1000	-1000	-43	-1000	-1000	-1000	
19:09:11,109	0	-1000	-1000	-1000	0	0	-1000	-1000	0	1455.39314516129	1423.89112903226	21.145	
19:09:16,809	-69	21.145	261.806640625	1023	0	0	-1000	-1000	0	-1000	-1000	-1000	
19:09:22,666	0	20.966	250.458984375	921	-58	-57	20.786	0	0	-1000	-1000	-1000	
19:09:26,333	0	-1000	246.40625	1023	0	0	-1000	-1000	-44	-1000	-1000	-1000	
19:09:33,327	0	-1000	-1000	-1000	0	0	-1000	-1000	0	1442.79233870968	1417.59072580645	21.145	
19:09:39,058	-69	21.145	248.837890625	1023	0	0	-1000	-1000	0	-1000	-1000	-1000	
19:09:44,685	0	20.966	265.859375	1023	-60	-57	20.786	0	0	-1000	-1000	-1000	
19:09:48,506	0	-1000	231.005859375	1023	0	0	-1000	-1000	-44	-1000	-1000	-1000	
19:09:55,516	0	-1000	-1000	-1000	0	0	-1000	-1000	0	1430.19153225807	1411.29032258064	20.966	
19:10:01,199	-68	20.966	223.7109375	1023	0	0	-1000	-1000	0	-1000	-1000	-1000	
19:10:07,059	0	21.145	196.962890625	1023	-59	-57	20.786	0	0	-1000	-1000	-1000	
19:10:10,756	0	-1000	268.291015625	1023	0	0	-1000	-1000	-44	-1000	-1000	-1000	
19:10:17,799	0	-1000	-1000	-1000	0	0	-1000	-1000	0	1442.79233870968	1417.59072580645	21.145	
19:10:23,451	-69	20.966	256.1328125	1023	0	0	-1000	-1000	0	-1000	-1000	-1000	
19:10:29,456	0	21.145	210.7421875	1023	-59	-57	20.786	0	0	-1000	-1000	-1000	
19:10:33,184	0	-1000	273.154296875	1023	0	0	-1000	-1000	-44	-1000	-1000	-1000	
